Category,Numerical,Description,Salary,Rating,Boolean
Category C,627,Ut labore et dolore magna aliqua,107285,3,False 
Category B,975,Sed do eiusmod tempor incididunt,42470,3,False 
Category B,857,Lorem ipsum dolor sit amet,104430,3,False 
Category C,231,Lorem ipsum dolor sit amet,113027,3,False 
Category B,328,Lorem ipsum dolor sit amet,60175,3,False 
Category A,899,Consectetur adipiscing elit,99459,3,False 
Category B,123,Ut labore et dolore magna aliqua,114742,3,False 
Category A,942,Ut labore et dolore magna aliqua,101399,3,False 
Category B,762,Sed do eiusmod tempor incididunt,52355,3,False 
Category A,326,Sed do eiusmod tempor incididunt,90418,3,False 
Category C,710,Ut labore et dolore magna aliqua,59135,3,False 
Category C,705,Lorem ipsum dolor sit amet,114030,3,False 
Category C,713,Ut labore et dolore magna aliqua,101835,3,False 
Category C,331,Sed do eiusmod tempor incididunt,64924,3,False 
Category C,337,Ut labore et dolore magna aliqua,43585,3,False 
Category C,8,Sed do eiusmod tempor incididunt,91862,3,False 
Category A,498,Consectetur adipiscing elit,93945,3,False 
Category B,292,Sed do eiusmod tempor incididunt,71487,3,False 
Category A,850,Consectetur adipiscing elit,41733,3,False 
Category B,137,Sed do eiusmod tempor incididunt,66538,3,False 
Category A,369,Ut labore et dolore magna aliqua,52884,3,False 
Category B,81,Sed do eiusmod tempor incididunt,39275,3,False 
Category C,242,Ut labore et dolore magna aliqua,93072,3,False 
Category B,955,Ut labore et dolore magna aliqua,59191,3,False 
Category B,804,Lorem ipsum dolor sit amet,85051,3,False 
Category B,122,Consectetur adipiscing elit,55355,3,False 
Category C,632,Ut labore et dolore magna aliqua,101141,3,False 
Category A,689,Sed do eiusmod tempor incididunt,41465,3,False 
Category C,909,Ut labore et dolore magna aliqua,78261,3,False 
Category C,654,Ut labore et dolore magna aliqua,66547,3,False 
Category A,271,Consectetur adipiscing elit,45058,3,False 
Category C,995,Lorem ipsum dolor sit amet,53546,3,False 
Category C,747,Sed do eiusmod tempor incididunt,79533,3,False 
Category B,130,Sed do eiusmod tempor incididunt,79717,3,False 
Category C,457,Sed do eiusmod tempor incididunt,39198,3,False 
Category B,976,Sed do eiusmod tempor incididunt,79992,3,False 
Category A,85,Consectetur adipiscing elit,67314,3,False 
Category A,379,Lorem ipsum dolor sit amet,56538,3,False 
Category C,649,Ut labore et dolore magna aliqua,70954,3,False 
Category A,122,Ut labore et dolore magna aliqua,69738,3,False 
Category A,151,Lorem ipsum dolor sit amet,101737,3,False 
Category B,463,Ut labore et dolore magna aliqua,35201,3,False 
Category C,909,Sed do eiusmod tempor incididunt,107084,3,False 
Category A,224,Consectetur adipiscing elit,82082,3,False 
Category C,608,Consectetur adipiscing elit,88863,3,False 
Category A,279,Lorem ipsum dolor sit amet,34450,3,False 
Category C,288,Consectetur adipiscing elit,34927,3,False 
Category B,284,Consectetur adipiscing elit,72751,3,False 
Category A,366,Lorem ipsum dolor sit amet,81517,3,False 
Category A,186,Lorem ipsum dolor sit amet,104398,3,False 
Category C,289,Consectetur adipiscing elit,113185,3,False 
Category A,51,Sed do eiusmod tempor incididunt,104617,3,False 
Category C,457,Sed do eiusmod tempor incididunt,70981,3,False 
Category B,57,Consectetur adipiscing elit,116072,3,False 
Category C,934,Consectetur adipiscing elit,35883,3,False 
Category A,73,Ut labore et dolore magna aliqua,65236,3,False 
Category C,449,Ut labore et dolore magna aliqua,109766,3,False 
Category A,276,Sed do eiusmod tempor incididunt,109192,3,False 
Category C,285,Ut labore et dolore magna aliqua,110573,3,False 
Category C,754,Ut labore et dolore magna aliqua,90373,3,False 
Category A,650,Ut labore et dolore magna aliqua,71340,3,False 
Category B,84,Sed do eiusmod tempor incididunt,69933,3,False 
Category B,137,Lorem ipsum dolor sit amet,80355,3,False 
Category B,539,Ut labore et dolore magna aliqua,88385,3,False 
Category B,717,Sed do eiusmod tempor incididunt,106563,3,False 
Category B,790,Sed do eiusmod tempor incididunt,68044,3,False 
Category B,325,Ut labore et dolore magna aliqua,67130,3,False 
Category C,593,Sed do eiusmod tempor incididunt,31732,3,False 
Category A,256,Ut labore et dolore magna aliqua,106245,3,False 
Category A,171,Ut labore et dolore magna aliqua,38830,3,False 
Category C,798,Consectetur adipiscing elit,111983,3,False 
Category C,519,Sed do eiusmod tempor incididunt,112529,3,False 
Category C,968,Sed do eiusmod tempor incididunt,66075,3,False 
Category A,36,Ut labore et dolore magna aliqua,50200,3,False 
Category A,168,Ut labore et dolore magna aliqua,73624,3,False 
Category A,148,Ut labore et dolore magna aliqua,83370,3,False 
Category C,933,Ut labore et dolore magna aliqua,79447,3,False 
Category A,414,Consectetur adipiscing elit,61740,3,False 
Category C,674,Lorem ipsum dolor sit amet,32052,3,False 
Category C,662,Consectetur adipiscing elit,87434,3,False 
Category B,42,Ut labore et dolore magna aliqua,55922,3,False 
Category A,104,Ut labore et dolore magna aliqua,94280,3,False 
Category A,231,Consectetur adipiscing elit,90468,3,False 
Category B,265,Ut labore et dolore magna aliqua,33084,3,False 
Category C,564,Lorem ipsum dolor sit amet,108235,3,False 
Category C,468,Ut labore et dolore magna aliqua,69743,3,False 
Category A,936,Sed do eiusmod tempor incididunt,65619,3,False 
Category B,147,Ut labore et dolore magna aliqua,37861,3,False 
Category B,270,Lorem ipsum dolor sit amet,73456,3,False 
Category B,351,Consectetur adipiscing elit,44423,3,False 
Category B,139,Ut labore et dolore magna aliqua,42779,3,False 
Category C,681,Sed do eiusmod tempor incididunt,77426,3,False 
Category B,902,Consectetur adipiscing elit,84352,3,False 
Category C,764,Consectetur adipiscing elit,90081,3,False 
Category C,145,Consectetur adipiscing elit,49700,3,False 
Category B,171,Sed do eiusmod tempor incididunt,102207,3,False 
Category C,169,Lorem ipsum dolor sit amet,97486,3,False 
Category C,710,Sed do eiusmod tempor incididunt,57043,3,False 
Category B,50,Consectetur adipiscing elit,101502,3,False 
Category C,130,Lorem ipsum dolor sit amet,57445,3,False 
Category A,891,Lorem ipsum dolor sit amet,98155,3,False 
Category C,465,Lorem ipsum dolor sit amet,70202,3,False 
Category B,334,Consectetur adipiscing elit,75017,3,False 
Category B,321,Consectetur adipiscing elit,100265,3,False 
Category B,582,Lorem ipsum dolor sit amet,84517,3,False 
Category B,126,Consectetur adipiscing elit,93521,3,False 
Category B,627,Ut labore et dolore magna aliqua,112565,3,False 
Category A,550,Ut labore et dolore magna aliqua,86531,3,False 
Category C,150,Ut labore et dolore magna aliqua,94779,3,False 
Category C,997,Lorem ipsum dolor sit amet,82733,3,False 
Category C,753,Consectetur adipiscing elit,99750,3,False 
Category A,467,Sed do eiusmod tempor incididunt,43924,3,False 
Category C,565,Lorem ipsum dolor sit amet,46380,3,False 
Category B,426,Consectetur adipiscing elit,67826,3,False 
Category B,712,Consectetur adipiscing elit,64762,3,False 
Category C,978,Ut labore et dolore magna aliqua,79977,3,False 
Category B,220,Ut labore et dolore magna aliqua,79549,3,False 
Category B,383,Consectetur adipiscing elit,76727,3,False 
Category C,630,Sed do eiusmod tempor incididunt,119968,3,False 
Category A,469,Consectetur adipiscing elit,106666,3,False 
Category C,864,Lorem ipsum dolor sit amet,115723,3,False 
Category C,12,Lorem ipsum dolor sit amet,48731,3,False 
Category B,658,Ut labore et dolore magna aliqua,47393,3,False 
Category B,833,Ut labore et dolore magna aliqua,59725,3,False 
Category B,237,Lorem ipsum dolor sit amet,108481,3,False 
Category B,75,Sed do eiusmod tempor incididunt,83266,3,False 
Category B,929,Consectetur adipiscing elit,62233,3,False 
Category C,182,Consectetur adipiscing elit,63884,3,False 
Category A,695,Ut labore et dolore magna aliqua,81667,3,False 
Category C,665,Sed do eiusmod tempor incididunt,96408,3,False 
Category A,802,Lorem ipsum dolor sit amet,31187,3,False 
Category C,433,Consectetur adipiscing elit,104332,3,False 
Category A,216,Sed do eiusmod tempor incididunt,114673,3,False 
Category B,891,Consectetur adipiscing elit,76799,3,False 
Category C,974,Sed do eiusmod tempor incididunt,55938,3,False 
Category B,178,Sed do eiusmod tempor incididunt,30094,3,False 
Category A,845,Sed do eiusmod tempor incididunt,97498,3,False 
Category A,951,Consectetur adipiscing elit,36594,3,False 
Category C,589,Consectetur adipiscing elit,49223,3,False 
Category C,818,Consectetur adipiscing elit,83130,3,False 
Category A,787,Lorem ipsum dolor sit amet,110721,3,False 
Category A,742,Ut labore et dolore magna aliqua,99626,3,False 
Category A,700,Sed do eiusmod tempor incididunt,101008,3,False 
Category C,784,Consectetur adipiscing elit,99216,3,False 
Category A,968,Ut labore et dolore magna aliqua,40129,3,False 
Category B,375,Sed do eiusmod tempor incididunt,73979,3,False 
Category C,745,Sed do eiusmod tempor incididunt,115850,3,False 
Category B,406,Consectetur adipiscing elit,43400,3,False 
Category C,479,Lorem ipsum dolor sit amet,98231,3,False 
Category A,6,Consectetur adipiscing elit,80945,3,False 
Category A,895,Ut labore et dolore magna aliqua,48467,3,False 
Category A,531,Sed do eiusmod tempor incididunt,63125,3,False 
Category B,841,Sed do eiusmod tempor incididunt,36551,3,False 
Category C,975,Lorem ipsum dolor sit amet,83416,3,False 
Category C,339,Lorem ipsum dolor sit amet,86702,3,False 
Category B,337,Sed do eiusmod tempor incididunt,87780,3,False 
Category C,775,Lorem ipsum dolor sit amet,45928,3,False 
Category A,626,Sed do eiusmod tempor incididunt,107398,3,False 
Category C,666,Lorem ipsum dolor sit amet,96070,3,False 
Category A,268,Sed do eiusmod tempor incididunt,112206,3,False 
Category C,565,Ut labore et dolore magna aliqua,58121,3,False 
Category B,761,Lorem ipsum dolor sit amet,94035,3,False 
Category A,442,Ut labore et dolore magna aliqua,77946,3,False 
Category B,972,Sed do eiusmod tempor incididunt,111479,3,False 
Category A,526,Ut labore et dolore magna aliqua,79407,3,False 
Category C,405,Ut labore et dolore magna aliqua,88410,3,False 
Category A,664,Ut labore et dolore magna aliqua,84605,3,False 
Category C,566,Ut labore et dolore magna aliqua,95880,3,False 
Category C,49,Ut labore et dolore magna aliqua,112835,3,False 
Category A,14,Sed do eiusmod tempor incididunt,65589,3,False 
Category A,180,Ut labore et dolore magna aliqua,85038,3,False 
Category A,789,Sed do eiusmod tempor incididunt,32474,3,False 
Category A,219,Lorem ipsum dolor sit amet,89857,3,False 
Category B,599,Ut labore et dolore magna aliqua,75276,3,False 
Category A,426,Consectetur adipiscing elit,91804,3,False 
Category B,814,Ut labore et dolore magna aliqua,72794,3,False 
Category C,602,Lorem ipsum dolor sit amet,98904,3,False 
Category B,597,Ut labore et dolore magna aliqua,91308,3,False 
Category B,690,Consectetur adipiscing elit,108166,3,False 
Category C,354,Ut labore et dolore magna aliqua,59223,3,False 
Category B,448,Sed do eiusmod tempor incididunt,96992,3,False 
Category B,256,Ut labore et dolore magna aliqua,105021,3,False 
Category B,512,Consectetur adipiscing elit,105458,3,False 
Category A,388,Lorem ipsum dolor sit amet,43140,3,False 
Category C,53,Ut labore et dolore magna aliqua,105611,3,False 
Category A,997,Lorem ipsum dolor sit amet,45935,3,False 
Category B,312,Consectetur adipiscing elit,96005,3,False 
Category C,811,Sed do eiusmod tempor incididunt,72244,3,False 
Category B,372,Ut labore et dolore magna aliqua,71413,3,False 
Category B,343,Lorem ipsum dolor sit amet,56971,3,False 
Category B,373,Sed do eiusmod tempor incididunt,107762,3,False 
Category B,144,Consectetur adipiscing elit,92363,3,False 
Category C,167,Lorem ipsum dolor sit amet,30432,3,False 
Category A,312,Lorem ipsum dolor sit amet,38859,3,False 
Category C,39,Consectetur adipiscing elit,103798,3,False 
Category C,479,Consectetur adipiscing elit,80442,3,False 
Category C,485,Lorem ipsum dolor sit amet,105275,3,False 
Category B,589,Lorem ipsum dolor sit amet,39223,3,False 
Category A,162,Sed do eiusmod tempor incididunt,76170,3,False 
Category B,65,Ut labore et dolore magna aliqua,35305,3,False 
Category B,828,Consectetur adipiscing elit,110353,3,False 
Category A,865,Ut labore et dolore magna aliqua,70473,3,False 
Category A,152,Ut labore et dolore magna aliqua,118131,3,False 
Category A,872,Sed do eiusmod tempor incididunt,30061,3,False 
Category A,438,Ut labore et dolore magna aliqua,112496,3,False 
Category C,930,Ut labore et dolore magna aliqua,44846,3,False 
Category B,362,Lorem ipsum dolor sit amet,114007,3,False 
Category C,252,Lorem ipsum dolor sit amet,96104,3,False 
Category C,582,Consectetur adipiscing elit,48321,3,False 
Category B,537,Sed do eiusmod tempor incididunt,59179,3,False 
Category C,891,Lorem ipsum dolor sit amet,61790,3,False 
Category A,424,Lorem ipsum dolor sit amet,34395,3,False 
Category A,80,Consectetur adipiscing elit,116241,3,False 
Category A,941,Lorem ipsum dolor sit amet,73643,3,False 
Category B,242,Sed do eiusmod tempor incididunt,65183,3,False 
Category B,671,Ut labore et dolore magna aliqua,107621,3,False 
Category B,141,Lorem ipsum dolor sit amet,114892,3,False 
Category C,680,Consectetur adipiscing elit,58274,3,False 
Category A,253,Consectetur adipiscing elit,73396,3,False 
Category C,806,Lorem ipsum dolor sit amet,93552,3,False 
Category B,62,Consectetur adipiscing elit,30045,3,False 
Category C,454,Ut labore et dolore magna aliqua,52193,3,False 
Category C,301,Lorem ipsum dolor sit amet,56795,3,False 
Category B,481,Lorem ipsum dolor sit amet,71140,3,False 
Category A,331,Consectetur adipiscing elit,94435,3,False 
Category B,328,Sed do eiusmod tempor incididunt,91758,3,False 
Category A,939,Ut labore et dolore magna aliqua,116330,3,False 
Category A,640,Ut labore et dolore magna aliqua,112781,3,False 
Category C,262,Ut labore et dolore magna aliqua,30710,3,False 
Category B,243,Sed do eiusmod tempor incididunt,70220,3,False 
Category A,549,Lorem ipsum dolor sit amet,48799,3,False 
Category B,331,Lorem ipsum dolor sit amet,113008,3,False 
Category B,478,Sed do eiusmod tempor incididunt,79892,3,False 
Category B,979,Ut labore et dolore magna aliqua,94592,3,False 
Category B,313,Lorem ipsum dolor sit amet,59240,3,False 
Category C,416,Consectetur adipiscing elit,91060,3,False 
Category C,208,Sed do eiusmod tempor incididunt,82852,3,False 
Category B,663,Consectetur adipiscing elit,71027,3,False 
Category A,699,Lorem ipsum dolor sit amet,113004,3,False 
Category B,727,Sed do eiusmod tempor incididunt,114509,3,False 
Category C,853,Sed do eiusmod tempor incididunt,69335,3,False 
Category C,202,Consectetur adipiscing elit,83977,3,False 
Category A,983,Ut labore et dolore magna aliqua,90396,3,False 
Category C,275,Ut labore et dolore magna aliqua,60705,3,False 
Category B,253,Lorem ipsum dolor sit amet,46949,3,False 
Category A,625,Sed do eiusmod tempor incididunt,115766,3,False 
Category C,926,Consectetur adipiscing elit,102893,3,False 
Category A,695,Lorem ipsum dolor sit amet,119509,3,False 
Category B,410,Lorem ipsum dolor sit amet,96231,3,False 
Category C,598,Consectetur adipiscing elit,113461,3,False 
Category A,556,Lorem ipsum dolor sit amet,93993,3,False 
Category B,718,Sed do eiusmod tempor incididunt,58466,3,False 
Category B,172,Lorem ipsum dolor sit amet,85024,3,False 
Category A,288,Lorem ipsum dolor sit amet,47289,3,False 
Category C,183,Sed do eiusmod tempor incididunt,76625,3,False 
Category B,847,Sed do eiusmod tempor incididunt,73882,3,False 
Category B,554,Lorem ipsum dolor sit amet,54782,3,False 
Category B,269,Sed do eiusmod tempor incididunt,60000,3,False 
Category A,114,Ut labore et dolore magna aliqua,72746,3,False 
Category C,121,Sed do eiusmod tempor incididunt,33482,3,False 
Category A,235,Lorem ipsum dolor sit amet,65170,3,False 
Category B,70,Sed do eiusmod tempor incididunt,57292,3,False 
Category A,147,Ut labore et dolore magna aliqua,87351,3,False 
Category A,247,Ut labore et dolore magna aliqua,68771,3,False 
Category A,50,Consectetur adipiscing elit,97404,3,False 
Category B,883,Consectetur adipiscing elit,53077,3,False 
Category B,152,Ut labore et dolore magna aliqua,52924,3,False 
Category C,208,Lorem ipsum dolor sit amet,97432,3,False 
Category A,5,Sed do eiusmod tempor incididunt,58767,3,False 
Category C,687,Sed do eiusmod tempor incididunt,31996,3,False 
Category A,564,Ut labore et dolore magna aliqua,117959,3,False 
Category B,612,Consectetur adipiscing elit,110902,3,False 
Category B,217,Ut labore et dolore magna aliqua,61205,3,False 
Category A,688,Ut labore et dolore magna aliqua,119014,3,False 
Category B,930,Lorem ipsum dolor sit amet,43440,3,False 
Category C,465,Lorem ipsum dolor sit amet,62340,3,False 
Category C,978,Ut labore et dolore magna aliqua,99862,3,False 
Category B,323,Lorem ipsum dolor sit amet,64024,3,False 
Category B,600,Consectetur adipiscing elit,45779,3,False 
Category B,147,Lorem ipsum dolor sit amet,92528,3,False 
Category C,300,Consectetur adipiscing elit,39001,3,False 
Category A,366,Sed do eiusmod tempor incididunt,71928,3,False 
Category C,164,Sed do eiusmod tempor incididunt,72612,3,False 
Category A,324,Ut labore et dolore magna aliqua,69765,3,False 
Category A,819,Ut labore et dolore magna aliqua,106971,3,False 
Category A,199,Sed do eiusmod tempor incididunt,93009,3,False 
Category C,10,Lorem ipsum dolor sit amet,111229,3,False 
Category A,993,Sed do eiusmod tempor incididunt,67747,3,False 
Category A,643,Sed do eiusmod tempor incididunt,82929,3,False 
Category B,39,Consectetur adipiscing elit,45934,3,False 
Category C,581,Ut labore et dolore magna aliqua,104653,3,False 
Category B,215,Consectetur adipiscing elit,76195,3,False 
Category C,355,Ut labore et dolore magna aliqua,109252,3,False 
Category C,903,Consectetur adipiscing elit,88822,3,False 
Category B,443,Lorem ipsum dolor sit amet,83136,3,False 
Category C,364,Sed do eiusmod tempor incididunt,79562,3,False 
Category C,891,Sed do eiusmod tempor incididunt,96401,3,False 
Category C,480,Sed do eiusmod tempor incididunt,88533,3,False 
Category B,58,Sed do eiusmod tempor incididunt,102491,3,False 
Category C,261,Sed do eiusmod tempor incididunt,56728,3,False 
Category C,85,Consectetur adipiscing elit,54103,3,False 
Category B,602,Sed do eiusmod tempor incididunt,58185,3,False 
Category C,639,Ut labore et dolore magna aliqua,107587,3,False 
Category C,354,Ut labore et dolore magna aliqua,107175,3,False 
Category C,808,Sed do eiusmod tempor incididunt,38638,3,False 
Category B,4,Lorem ipsum dolor sit amet,104907,3,False 
Category A,450,Sed do eiusmod tempor incididunt,31753,3,False 
Category B,799,Ut labore et dolore magna aliqua,35057,3,False 
Category C,318,Sed do eiusmod tempor incididunt,77087,3,False 
Category C,392,Ut labore et dolore magna aliqua,113154,3,False 
Category C,287,Consectetur adipiscing elit,77493,3,False 
Category A,629,Consectetur adipiscing elit,68501,3,False 
Category B,509,Ut labore et dolore magna aliqua,76491,3,False 
Category B,662,Consectetur adipiscing elit,69979,3,False 
Category C,395,Ut labore et dolore magna aliqua,43384,3,False 
Category B,965,Lorem ipsum dolor sit amet,66699,3,False 
Category B,169,Ut labore et dolore magna aliqua,89650,3,False 
Category A,362,Ut labore et dolore magna aliqua,113633,3,False 
Category A,173,Lorem ipsum dolor sit amet,104570,3,False 
Category A,407,Consectetur adipiscing elit,97597,3,False 
Category C,491,Sed do eiusmod tempor incididunt,91418,3,False 
Category C,602,Ut labore et dolore magna aliqua,92305,3,False 
Category A,13,Ut labore et dolore magna aliqua,88911,3,False 
Category C,476,Sed do eiusmod tempor incididunt,56512,3,False 
Category B,870,Lorem ipsum dolor sit amet,95093,3,False 
Category A,86,Sed do eiusmod tempor incididunt,116466,3,False 
Category C,150,Lorem ipsum dolor sit amet,59124,3,False 
Category A,332,Ut labore et dolore magna aliqua,54689,3,False 
Category C,604,Consectetur adipiscing elit,51735,3,False 
Category C,770,Ut labore et dolore magna aliqua,83763,3,False 
Category C,147,Lorem ipsum dolor sit amet,56367,3,False 
Category C,563,Sed do eiusmod tempor incididunt,57458,3,False 
Category A,156,Sed do eiusmod tempor incididunt,90565,3,False 
Category B,385,Lorem ipsum dolor sit amet,107294,3,False 
Category C,457,Ut labore et dolore magna aliqua,91014,3,False 
Category C,598,Consectetur adipiscing elit,98335,3,False 
Category A,50,Consectetur adipiscing elit,39601,3,False 
Category C,791,Consectetur adipiscing elit,59853,3,False 
Category B,658,Sed do eiusmod tempor incididunt,86752,3,False 
Category B,451,Lorem ipsum dolor sit amet,35264,3,False 
Category B,740,Ut labore et dolore magna aliqua,91510,3,False 
Category A,47,Sed do eiusmod tempor incididunt,72214,3,False 
Category C,56,Sed do eiusmod tempor incididunt,84835,3,False 
Category C,962,Lorem ipsum dolor sit amet,102419,3,False 
Category B,386,Consectetur adipiscing elit,47314,3,False 
Category C,928,Lorem ipsum dolor sit amet,38764,3,False 
Category A,287,Ut labore et dolore magna aliqua,107113,3,False 
Category B,83,Consectetur adipiscing elit,48259,3,False 
Category B,849,Lorem ipsum dolor sit amet,58479,3,False 
Category C,996,Consectetur adipiscing elit,103304,3,False 
Category C,729,Consectetur adipiscing elit,56631,3,False 
Category C,53,Lorem ipsum dolor sit amet,74270,3,False 
Category C,921,Consectetur adipiscing elit,109319,3,False 
Category A,579,Sed do eiusmod tempor incididunt,89087,3,False 
Category C,618,Consectetur adipiscing elit,66921,3,False 
Category A,223,Sed do eiusmod tempor incididunt,43336,3,False 
Category B,155,Lorem ipsum dolor sit amet,53500,3,False 
Category C,968,Ut labore et dolore magna aliqua,39185,3,False 
Category C,519,Sed do eiusmod tempor incididunt,110771,3,False 
Category A,116,Ut labore et dolore magna aliqua,51795,3,False 
Category C,237,Consectetur adipiscing elit,103987,3,False 
Category A,892,Lorem ipsum dolor sit amet,33432,3,False 
Category A,109,Consectetur adipiscing elit,90779,3,False 
Category C,858,Consectetur adipiscing elit,73322,3,False 
Category C,39,Consectetur adipiscing elit,92578,3,False 
Category A,410,Sed do eiusmod tempor incididunt,114346,3,False 
Category B,167,Ut labore et dolore magna aliqua,100021,3,False 
Category B,965,Consectetur adipiscing elit,73941,3,False 
Category A,497,Sed do eiusmod tempor incididunt,31636,3,False 
Category C,800,Ut labore et dolore magna aliqua,44100,3,False 
Category B,538,Sed do eiusmod tempor incididunt,115985,3,False 
Category C,795,Consectetur adipiscing elit,53665,3,False 
Category C,154,Ut labore et dolore magna aliqua,35367,3,False 
Category B,757,Lorem ipsum dolor sit amet,68654,3,False 
Category B,822,Sed do eiusmod tempor incididunt,84072,3,False 
Category C,826,Ut labore et dolore magna aliqua,110729,3,False 
Category C,449,Sed do eiusmod tempor incididunt,66313,3,False 
Category B,773,Consectetur adipiscing elit,62709,3,False 
Category C,761,Lorem ipsum dolor sit amet,66694,3,False 
Category A,577,Lorem ipsum dolor sit amet,57608,3,False 
Category C,522,Sed do eiusmod tempor incididunt,40907,3,False 
Category B,580,Ut labore et dolore magna aliqua,40857,3,False 
Category A,303,Consectetur adipiscing elit,115337,3,False 
Category A,696,Sed do eiusmod tempor incididunt,62178,3,False 
Category B,926,Sed do eiusmod tempor incididunt,31433,3,False 
Category B,626,Ut labore et dolore magna aliqua,38099,3,False 
Category C,748,Consectetur adipiscing elit,106892,3,False 
Category A,1,Sed do eiusmod tempor incididunt,85892,3,False 
Category C,406,Ut labore et dolore magna aliqua,100823,3,False 
Category A,877,Ut labore et dolore magna aliqua,87678,3,False 
Category A,240,Lorem ipsum dolor sit amet,98210,3,False 
Category A,21,Sed do eiusmod tempor incididunt,77641,3,False 
Category A,214,Consectetur adipiscing elit,65852,3,False 
Category A,842,Consectetur adipiscing elit,115409,3,False 
Category C,568,Sed do eiusmod tempor incididunt,116054,3,False 
Category C,66,Lorem ipsum dolor sit amet,104371,3,False 
Category B,117,Lorem ipsum dolor sit amet,52146,3,False 
Category A,293,Consectetur adipiscing elit,42724,3,False 
Category C,502,Consectetur adipiscing elit,119993,3,False 
Category A,157,Consectetur adipiscing elit,44460,3,False 
Category A,348,Consectetur adipiscing elit,63459,3,False 
Category A,476,Sed do eiusmod tempor incididunt,35148,3,False 
Category C,469,Lorem ipsum dolor sit amet,31438,3,False 
Category A,296,Lorem ipsum dolor sit amet,106192,3,False 
Category B,60,Lorem ipsum dolor sit amet,49789,3,False 
Category B,126,Ut labore et dolore magna aliqua,56272,3,False 
Category C,74,Lorem ipsum dolor sit amet,78593,3,False 
Category C,46,Lorem ipsum dolor sit amet,37456,3,False 
Category A,4,Sed do eiusmod tempor incididunt,92106,3,False 
Category C,116,Sed do eiusmod tempor incididunt,57701,3,False 
Category C,775,Sed do eiusmod tempor incididunt,104086,3,False 
Category A,375,Lorem ipsum dolor sit amet,50217,3,False 
Category A,269,Consectetur adipiscing elit,112280,3,False 
Category A,699,Lorem ipsum dolor sit amet,69558,3,False 
Category C,696,Lorem ipsum dolor sit amet,88252,3,False 
Category C,712,Ut labore et dolore magna aliqua,61944,3,False 
Category C,663,Sed do eiusmod tempor incididunt,70383,3,False 
Category A,821,Consectetur adipiscing elit,44687,3,False 
Category B,393,Lorem ipsum dolor sit amet,114353,3,False 
Category C,445,Sed do eiusmod tempor incididunt,45229,3,False 
Category B,788,Consectetur adipiscing elit,31841,3,False 
Category C,569,Sed do eiusmod tempor incididunt,48111,3,False 
Category B,121,Consectetur adipiscing elit,65125,3,False 
Category C,244,Consectetur adipiscing elit,71869,3,False 
Category A,386,Sed do eiusmod tempor incididunt,71335,3,False 
Category A,909,Consectetur adipiscing elit,95317,3,False 
Category A,757,Consectetur adipiscing elit,78384,3,False 
Category C,336,Sed do eiusmod tempor incididunt,85423,3,False 
Category C,927,Lorem ipsum dolor sit amet,102252,3,False 
Category B,421,Consectetur adipiscing elit,92398,3,False 
Category A,967,Ut labore et dolore magna aliqua,63344,3,False 
Category C,263,Lorem ipsum dolor sit amet,45287,3,False 
Category B,512,Lorem ipsum dolor sit amet,48647,3,False 
Category C,999,Ut labore et dolore magna aliqua,98603,3,False 
Category B,762,Ut labore et dolore magna aliqua,65572,3,False 
Category C,327,Sed do eiusmod tempor incididunt,57867,3,False 
Category A,246,Lorem ipsum dolor sit amet,54573,3,False 
Category C,167,Sed do eiusmod tempor incididunt,70756,3,False 
Category C,429,Sed do eiusmod tempor incididunt,54265,3,False 
Category A,456,Consectetur adipiscing elit,45252,3,False 
Category C,85,Lorem ipsum dolor sit amet,92642,3,False 
Category A,548,Consectetur adipiscing elit,34196,3,False 
Category A,232,Sed do eiusmod tempor incididunt,53033,3,False 
Category C,618,Ut labore et dolore magna aliqua,58071,3,False 
Category C,29,Consectetur adipiscing elit,82102,3,False 
Category A,667,Lorem ipsum dolor sit amet,113855,3,False 
Category A,765,Sed do eiusmod tempor incididunt,103330,3,False 
Category C,393,Lorem ipsum dolor sit amet,91315,3,False 
Category C,418,Sed do eiusmod tempor incididunt,63661,3,False 
Category A,738,Lorem ipsum dolor sit amet,66584,3,False 
Category B,124,Sed do eiusmod tempor incididunt,72286,3,False 
Category C,242,Lorem ipsum dolor sit amet,45473,3,False 
Category C,612,Ut labore et dolore magna aliqua,103616,3,False 
Category B,420,Sed do eiusmod tempor incididunt,113477,3,False 
Category A,483,Ut labore et dolore magna aliqua,43211,3,False 
Category B,804,Lorem ipsum dolor sit amet,118202,3,False 
Category A,317,Ut labore et dolore magna aliqua,67574,3,False 
Category B,894,Lorem ipsum dolor sit amet,49524,3,False 
Category C,628,Lorem ipsum dolor sit amet,119782,3,False 
Category B,45,Consectetur adipiscing elit,41879,3,False 
Category C,67,Ut labore et dolore magna aliqua,63105,3,False 
Category A,711,Sed do eiusmod tempor incididunt,77332,3,False 
Category C,487,Consectetur adipiscing elit,69797,3,False 
Category B,204,Ut labore et dolore magna aliqua,44579,3,False 
Category C,724,Lorem ipsum dolor sit amet,110684,3,False 
Category A,740,Lorem ipsum dolor sit amet,68127,3,False 
Category C,396,Ut labore et dolore magna aliqua,111534,3,False 
Category B,891,Sed do eiusmod tempor incididunt,109706,3,False 
Category C,834,Consectetur adipiscing elit,62718,3,False 
Category C,60,Lorem ipsum dolor sit amet,37810,3,False 
Category A,38,Sed do eiusmod tempor incididunt,77585,3,False 
Category A,33,Ut labore et dolore magna aliqua,85402,3,False 
